Regional Economy,Statistic,Value,Year,Sustainable Development Goal,Country Code
Indonesia,Gini Index (%),39.47,2013,,IDN
Indonesia,"Land, Total Surface Area ('000  km2)",1910.93,,,IDN
Indonesia,Population Density (persons per km2 of total surface area),135.38,2016,,IDN
Indonesia,Total Fertility Rate (births per woman),2.44,2015,,IDN
Indonesia,Total Population (million),258.71,2016,,IDN
Indonesia,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female (%)",10.47,2013,1.1.1,IDN
Indonesia,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male (%)",10.3,2013,1.1.1,IDN
Indonesia,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total (%)",10.37,2013,1.1.1,IDN
Indonesia,Proportion of Population below $1.90 Purchasing Power Parity (%),8.25,2014,1.1.1,IDN
Indonesia,Proportion of Population Living below the National Poverty Line (%),10.86,2016,1.2.1,IDN
Indonesia,Growth Rates of Household Expenditure or Income per Capita (%),3.41,2011-2014,10.1.1,IDN
Indonesia,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population (%),3.84,2011-2014,10.1.1,IDN
Indonesia,Proportion of Urban Population Living in Slums (%),21.8,2014,11.1.1,IDN
Indonesia,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas (migrogram/m3) (%),17.8,2014,11.6.2,IDN
Indonesia,"Material Footprint, Million Metric Tons",1606.25,2015,12.2.1,IDN
Indonesia,"Material Footprint, Per Capita",6.28,2015,12.2.1,IDN
Indonesia,"Domestic Material Consumption, Million Metric Tons",2140.97,2015,12.2.2,IDN
Indonesia,"Domestic Material Consumption, Per Capita",8.37,2015,12.2.2,IDN
Indonesia,Coverage of Protected Areas in Relation to Marine Areas (%),12.78,2016,14.5.1,IDN
Indonesia,Forest Area as a Proportion of Total Land Area (%),52.96,2015,15.1.1,IDN
Indonesia,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority (%),68.5,2013,16.9.1,IDN
Indonesia,Volume of Remittances in US Dollars as a Proportion of Total GDP (%),1.12,2015,17.3.2,IDN
Indonesia,Debt Service as a Percentage of Exports of Goods and Services (%),8.23,2015,17.4.1,IDN
Indonesia,Fixed Broadband Subscriptions (per 100 inhabitants),1.09,2015,17.6.2,IDN
Indonesia,Proportion of Individuals Using the Internet (%),21.98,2015,17.8.1,IDN
Indonesia,Prevalence of Undernourishment (%),7.6,2014-2016,2.1.1,IDN
Indonesia,Prevalence of Stunting among Children under 5 Years of Age (%),36.4,2013,2.2.1,IDN
Indonesia,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age (%),11.5,2013,2.2.2,IDN
Indonesia,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age (%),13.5,2013,2.2.2,IDN
Indonesia,"Maternal Mortality Ratio (per 100,000 live births)",126,2015,3.1.1,IDN
Indonesia,Proportion of Births Attended by Skilled Health Personnel (%),87.4,2013,3.1.2,IDN
Indonesia,"Infant Mortality Rate (per 1,000 live births)",22.8,2015,3.2.1,IDN
Indonesia,"Under-5 Mortality Rate (per 1,000 live births)",27.2,2015,3.2.1,IDN
Indonesia,"Neonatal Mortality Rate (per 1,000 live births)",13.5,2015,3.2.2,IDN
Indonesia,"Number of New HIV Infections (per 1,000 uninfected population)",0.29,2015,3.3.1,IDN
Indonesia,"Tuberculosis Incidence (per 100,000 population)",395,2015,3.3.2,IDN
Indonesia,"Incidence of Malaria (per 1,000 population)",41.76,2013,3.3.3,IDN
Indonesia,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease (%)",23.13,2012,3.4.1,IDN
Indonesia,"Death Rate due to Road Traffic Injuries (per 100,000 population)",15.3,2013,3.6.1,IDN
Indonesia,Proportion of Women Married or in a Union of Reproductive Age (Aged 15-49 years) Who Have Their Need for Family Planning Satisfied with Modern Methods (%),78.8,2015,3.7.1,IDN
Indonesia,"Adolescent Birthrate (Aged 15-19 Years) per 1,000 Women in That Age Group (%)",48,2010,3.7.2,IDN
Indonesia,"Mortality Rate Attributed to Household and Ambient Air Pollution (per 100,000 population)",85,2012,3.9.1,IDN
Indonesia,"Mortality Rate Attributed to Unsafe Water, Unsafe Sanitation, and Lack of Hygiene (per 100,000 population)",3.65,2012,3.9.2,IDN
Indonesia,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female (%)",98.66,2014,4.2.2,IDN
Indonesia,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male (%)",100,2014,4.2.2,IDN
Indonesia,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total (%)",99.35,2014,4.2.2,IDN
Indonesia,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",,,4.c.1,IDN
Indonesia,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",,,4.c.1,IDN
Indonesia,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",,,4.c.1,IDN
Indonesia,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,,4.c.1,IDN
Indonesia,Proportion of Seats Held by Women in National Parliaments (%),19.8,2016,5.5.1,IDN
Indonesia,"Proportion of Population Using Improved Drinking Water Sources, Rural (%)",79.48,2015,6.1.1,IDN
Indonesia,"Proportion of Population Using Improved Drinking Water Sources, Total (%)",87.37,2015,6.1.1,IDN
Indonesia,"Proportion of Population Using Improved Drinking Water Sources, Urban (%)",94.17,2015,6.1.1,IDN
Indonesia,"Proportion of Population Using Improved Sanitation Facilities, Rural (%)",47.49,2015,6.2.1,IDN
Indonesia,"Proportion of Population Using Improved Sanitation Facilities, Total (%)",60.83,2015,6.2.1,IDN
Indonesia,"Proportion of Population Using Improved Sanitation Facilities, Urban (%)",72.31,2015,6.2.1,IDN
Indonesia,Proportion of Population with Access to Electricity (%),97.01,2014,7.1.1,IDN
Indonesia,Renewal Energy Share in the Total Final Energy Consumption (%),38.07,2014,7.2.1,IDN
Indonesia,"Number of ATMs (per 100,000 adults)",53.31,2015,8.10.1,IDN
Indonesia,"Number of Commercial Bank Branches (per 100,000 adults)",17.76,2015,8.10.1,IDN
Indonesia,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider (%),45.34,2014,8.10.2,IDN
Indonesia,Annual Growth Rate of Real GDP per Employed Person (%),3.33,2015,8.2.1,IDN
Indonesia,"Unemployment Rate, Female (%)",6.4,2015,8.5.2,IDN
Indonesia,"Unemployment Rate, Male (%)",6.1,2015,8.5.2,IDN
Indonesia,"Unemployment Rate, Total (%)",6.2,2015,8.5.2,IDN
Indonesia,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female (%)",31.35,2015,8.6.1,IDN
Indonesia,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Male (%)",18.5,2015,8.6.1,IDN
Indonesia,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Total (%)",24.82,2015,8.6.1,IDN
Indonesia,"CO2 Emissions, Million Metric Tons",436.53,2014,9.4.1,IDN
Indonesia,"CO2 Emissions, Per Unit of GDP (PPP)",0.17,2014,9.4.1,IDN
Indonesia,Total Official Flows for Infrastructure (constant 2014 $ million),5511.35,2015,9.a.1,IDN
Indonesia,"Proportion of Population Covered by Mobile Network, 2G (%)",95,2015,9.c.1,IDN
Indonesia,"Proportion of Population Covered by Mobile Network, 3G (%)",60,2015,9.c.1,IDN
Indonesia,"Proportion of Population Covered by Mobile Network, LTE/WiMAX (%)",5,2015,9.c.1,IDN
Indonesia,Annual Change in Money Supply (%),10.03,2016,,IDN
Indonesia,"Central Government Finance, Expenditures (% of GDP)",14.99,2016,,IDN
Indonesia,"Central Government Finance, Fiscal Balance (% of  GDP)",-2.48,2016,,IDN
Indonesia,"Central Government Finance, Revenues (% of GDP)",12.51,2016,,IDN
Indonesia,Current Account Balance (% of GDP),-1.75,2016,,IDN
Indonesia,"External Debt, Total Outstanding (% of GNI)",35.06,2015,,IDN
Indonesia,"External Debt, Total Outstanding ($ million)",310730,2015,,IDN
Indonesia,Gross Domestic Investment (% of GDP),34.29,2016,,IDN
Indonesia,Gross Domestic Product (GDP) Annual Growth Rate (%),4.88,2015,,IDN
Indonesia,Gross Domestic Product (GDP) Annual Growth Rate (%),5.02,2016,,IDN
Indonesia,Gross International Reserves ($ million),116361.53,2016,,IDN
Indonesia,Growth Rate of Merchandise Exports (%),-3.14,2016,,IDN
Indonesia,Growth Rate of Merchandise Imports (%),-4.46,2016,,IDN
Indonesia,Inflation Rate (%),3.53,2016,,IDN
Indonesia,"Per Capita Gross National Income (GNI), Atlas Method (%)",3440,2015,,IDN
Indonesia,Trade Balance (% of GDP),1.65,2016,,IDN
Indonesia,"Value Added, Agriculture Annual Growth Rate (%)",3.25,2016,,IDN
Indonesia,"Value Added, Industry Annual Growth Rate (%)",3.87,2016,,IDN
Indonesia,"Value Added, Services Annual Growth Rate (%)",5.6,2016,,IDN
Kazakhstan,"Age Dependency Ratio (Number of persons aged <15 and >= 65 to Number of persons aged 15-64 years, %)",50.27,2015,,KAZ
Kazakhstan,Average Annual Population Growth Rate (%),1.46,2011-2016,,KAZ
Kazakhstan,Gini Index (%),26.33,2013,,KAZ
Kazakhstan,"Land, Total Surface Area ('000  km2)",2724.9,,,KAZ
Kazakhstan,Population Density (persons per km2 of total surface area),6.53,2016,,KAZ
Kazakhstan,Total Fertility Rate (births per woman),2.6,2015,,KAZ
Kazakhstan,Total Population (million),17.8,2016,,KAZ
Kazakhstan,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female (%)",0.75,2013,1.1.1,KAZ
Kazakhstan,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male (%)",1.78,2013,1.1.1,KAZ
Kazakhstan,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total (%)",1.28,2013,1.1.1,KAZ
Kazakhstan,Proportion of Population below $1.90 Purchasing Power Parity (%),0.04,2013,1.1.1,KAZ
Kazakhstan,Proportion of Population Living below the National Poverty Line (%),2.7,2015,1.2.1,KAZ
Kazakhstan,Growth Rates of Household Expenditure or Income per Capita (%),5.59,2008-2013,10.1.1,KAZ
Kazakhstan,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population (%),6.65,2008-2013,10.1.1,KAZ
Kazakhstan,Proportion of Urban Population Living in Slums (%),,,11.1.1,KAZ
Kazakhstan,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas (migrogram/m3) (%),21.1,2014,11.6.2,KAZ
Kazakhstan,"Material Footprint, Million Metric Tons",292.8,2010,12.2.1,KAZ
Kazakhstan,"Material Footprint, Per Capita",18.39,2010,12.2.1,KAZ
Kazakhstan,"Domestic Material Consumption, Million Metric Tons",434.84,2010,12.2.2,KAZ
Kazakhstan,"Domestic Material Consumption, Per Capita",27.31,2010,12.2.2,KAZ
Kazakhstan,Coverage of Protected Areas in Relation to Marine Areas (%),,,14.5.1,KAZ
Kazakhstan,Forest Area as a Proportion of Total Land Area (%),1.23,2015,15.1.1,KAZ
Kazakhstan,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority (%),99.7,2011,16.9.1,KAZ
Kazakhstan,Volume of Remittances in US Dollars as a Proportion of Total GDP (%),0.11,2015,17.3.2,KAZ
Kazakhstan,Debt Service as a Percentage of Exports of Goods and Services (%),1.55,2015,17.4.1,KAZ
Kazakhstan,Fixed Broadband Subscriptions (per 100 inhabitants),13.72,2015,17.6.2,KAZ
Kazakhstan,Proportion of Individuals Using the Internet (%),70.83,2015,17.8.1,KAZ
Kazakhstan,Prevalence of Undernourishment (%),<5.0,2014-2016,2.1.1,KAZ
Kazakhstan,Prevalence of Stunting among Children under 5 Years of Age (%),8,2015,2.2.1,KAZ
Kazakhstan,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age (%),9.3,2015,2.2.2,KAZ
Kazakhstan,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age (%),3.1,2015,2.2.2,KAZ
Kazakhstan,"Maternal Mortality Ratio (per 100,000 live births)",12,2015,3.1.1,KAZ
Kazakhstan,Proportion of Births Attended by Skilled Health Personnel (%),99.9,2011,3.1.2,KAZ
Kazakhstan,"Infant Mortality Rate (per 1,000 live births)",12.6,2015,3.2.1,KAZ
Kazakhstan,"Under-5 Mortality Rate (per 1,000 live births)",14.1,2015,3.2.1,KAZ
Kazakhstan,"Neonatal Mortality Rate (per 1,000 live births)",7,2015,3.2.2,KAZ
Kazakhstan,"Number of New HIV Infections (per 1,000 uninfected population)",0.21,2015,3.3.1,KAZ
Kazakhstan,"Tuberculosis Incidence (per 100,000 population)",89,2015,3.3.2,KAZ
Kazakhstan,"Incidence of Malaria (per 1,000 population)",,,3.3.3,KAZ
Kazakhstan,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease (%)",33.89,2012,3.4.1,KAZ
Kazakhstan,"Death Rate due to Road Traffic Injuries (per 100,000 population)",24.2,2013,3.6.1,KAZ
Kazakhstan,Proportion of Women Married or in a Union of Reproductive Age (Aged 15-49 years) Who Have Their Need for Family Planning Satisfied with Modern Methods (%),79.6,2011,3.7.1,KAZ
Kazakhstan,"Adolescent Birthrate (Aged 15-19 Years) per 1,000 Women in That Age Group (%)",36.35,2013,3.7.2,KAZ
Kazakhstan,"Mortality Rate Attributed to Household and Ambient Air Pollution (per 100,000 population)",90,2012,3.9.1,KAZ
Kazakhstan,"Mortality Rate Attributed to Unsafe Water, Unsafe Sanitation, and Lack of Hygiene (per 100,000 population)",1.15,2012,3.9.2,KAZ
Kazakhstan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female (%)",94.62,2016,4.2.2,KAZ
Kazakhstan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male (%)",87.09,2016,4.2.2,KAZ
Kazakhstan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total (%)",90.74,2016,4.2.2,KAZ
Kazakhstan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",,,4.c.1,KAZ
Kazakhstan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",100,2016,4.c.1,KAZ
Kazakhstan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",100,2016,4.c.1,KAZ
Kazakhstan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,,4.c.1,KAZ
Kazakhstan,Proportion of Seats Held by Women in National Parliaments (%),27.1,2016,5.5.1,KAZ
Kazakhstan,"Proportion of Population Using Improved Drinking Water Sources, Rural (%)",85.58,2015,6.1.1,KAZ
Kazakhstan,"Proportion of Population Using Improved Drinking Water Sources, Total (%)",92.94,2015,6.1.1,KAZ
Kazakhstan,"Proportion of Population Using Improved Drinking Water Sources, Urban (%)",99.41,2015,6.1.1,KAZ
Kazakhstan,"Proportion of Population Using Improved Sanitation Facilities, Rural (%)",98.1,2015,6.2.1,KAZ
Kazakhstan,"Proportion of Population Using Improved Sanitation Facilities, Total (%)",97.54,2015,6.2.1,KAZ
Kazakhstan,"Proportion of Population Using Improved Sanitation Facilities, Urban (%)",97.05,2015,6.2.1,KAZ
Kazakhstan,Proportion of Population with Access to Electricity (%),100,2014,7.1.1,KAZ
Kazakhstan,Renewal Energy Share in the Total Final Energy Consumption (%),1.36,2014,7.2.1,KAZ
Kazakhstan,"Number of ATMs (per 100,000 adults)",71.14,2015,8.10.1,KAZ
Kazakhstan,"Number of Commercial Bank Branches (per 100,000 adults)",2.96,2015,8.10.1,KAZ
Kazakhstan,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider (%),58.95,2014,8.10.2,KAZ
Kazakhstan,Annual Growth Rate of Real GDP per Employed Person (%),0.99,2015,8.2.1,KAZ
Kazakhstan,"Unemployment Rate, Female (%)",5.7,2015,8.5.2,KAZ
Kazakhstan,"Unemployment Rate, Male (%)",4.3,2015,8.5.2,KAZ
Kazakhstan,"Unemployment Rate, Total (%)",5,2015,8.5.2,KAZ
Kazakhstan,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female (%)",,,8.6.1,KAZ
Kazakhstan,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Male (%)",,,8.6.1,KAZ
Kazakhstan,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Total (%)",9.49,2016,8.6.1,KAZ
Kazakhstan,"CO2 Emissions, Million Metric Tons",223.69,2014,9.4.1,KAZ
Kazakhstan,"CO2 Emissions, Per Unit of GDP (PPP)",0.57,2014,9.4.1,KAZ
Kazakhstan,Total Official Flows for Infrastructure (constant 2014 $ million),655.09,2015,9.a.1,KAZ
Kazakhstan,"Proportion of Population Covered by Mobile Network, 2G (%)",96.6,2015,9.c.1,KAZ
Kazakhstan,"Proportion of Population Covered by Mobile Network, 3G (%)",72.7,2015,9.c.1,KAZ
Kazakhstan,"Proportion of Population Covered by Mobile Network, LTE/WiMAX (%)",65.5,2015,9.c.1,KAZ
Kazakhstan,Annual Change in Money Supply (%),15.72,2016,,KAZ
Kazakhstan,"Central Government Finance, Expenditures (% of GDP)",21.97,2016,,KAZ
Kazakhstan,"Central Government Finance, Fiscal Balance (% of  GDP)",-1.61,2016,,KAZ
Kazakhstan,"Central Government Finance, Revenues (% of GDP)",20.35,2016,,KAZ
