Regional Economy,Statistic,Value,Unit of Measurement,Year,Sustainable Development Goal,Country Code
"Hong Kong, China","Total Official Flows for Infrastructure, Official Development Assistance (ODA)",,"disbursements, constant 2015, $ million",2016,9.a.1,HKG
"Hong Kong, China","Total Official Flows for Infrastructure, Other Official Flows (OOF)",,"disbursements, constant 2015, $ million",2016,9.a.1,HKG
"Hong Kong, China","Proportion of Population Covered by Mobile Network, 2G",100,%,2016,9.c.1,HKG
"Hong Kong, China","Proportion of Population Covered by Mobile Network, 3G",99,%,2016,9.c.1,HKG
"Hong Kong, China","Proportion of Population Covered by Mobile Network, LTE/WiMAX",99,%,2016,9.c.1,HKG
"Hong Kong, China",Age Dependency Ratio,37,% of working-age population,2016,,HKG
"Hong Kong, China",Annual Change in Money Supply,10,%,2017,,HKG
"Hong Kong, China",Annual Growth Rate of Gross Domestic Product (GDP),2.1,%,2016,,HKG
"Hong Kong, China",Annual Growth Rate of Gross Domestic Product (GDP),3.8,%,2017,,HKG
"Hong Kong, China","Annual Real Growth Rates on Value Added, Agriculture",-0.7,%,2017,,HKG
"Hong Kong, China","Annual Real Growth Rates on Value Added, Industry",2.7,%,2017,,HKG
"Hong Kong, China","Annual Real Growth Rates on Value Added, Services",3.5,%,2017,,HKG
"Hong Kong, China",Average Annual Population Growth Rate,0.7,%,2012-2017,,HKG
"Hong Kong, China","Central Government Finance, Expenditure",17.8,% of GDP,2017,,HKG
"Hong Kong, China","Central Government Finance, Fiscal Balance",5.2,% of GDP,2017,,HKG
"Hong Kong, China","Central Government Finance, Revenue",23,% of GDP,2017,,HKG
"Hong Kong, China",Current Account Balance,4.2,% of GDP,2017,,HKG
"Hong Kong, China","External Debt, Total Outstanding",430.6,% of GNI,2016,,HKG
"Hong Kong, China","External Debt, Total Outstanding",1356411,$ million,2016,,HKG
"Hong Kong, China",Gross Domestic Investment,22.4,% of GDP,2017,,HKG
"Hong Kong, China",Gross International Reserves,431370,$ million,2017,,HKG
"Hong Kong, China",Growth Rate of Merchandise Exports,7.2,%,2017,,HKG
"Hong Kong, China",Growth Rate of Merchandise Imports,8.4,%,2017,,HKG
"Hong Kong, China",Inflation Rate,1.5,%,2017,,HKG
"Hong Kong, China","Land, Total Surface Area",1.11,",000  km2",,,HKG
"Hong Kong, China","Per Capita Gross National Income (GNI), Atlas Method",42940,$,2016,,HKG
"Hong Kong, China",Population Density,6681,persons per km2 of surface area,2017,,HKG
"Hong Kong, China",Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,,%,2016,,HKG
"Hong Kong, China",Proportion of Population Living below the National Poverty Line,14.7,%,2016,,HKG
"Hong Kong, China",Total Fertility Rate,1.1,births per woman,2017,,HKG
"Hong Kong, China",Total Population,7.39,million,2017,,HKG
"Hong Kong, China",Trade Balance,-7,% of GDP,2017,,HKG
India,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female",12.3,%,2017,1.1.1,IND
India,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male",10.7,%,2017,1.1.1,IND
India,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total",11.1,%,2017,1.1.1,IND
India,Growth Rates of Household Expenditure or Income per Capita,,%,,10.1.1,IND
India,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,%,,10.1.1,IND
India,Proportion of Urban Population Living in Slums,24,%,2014,11.1.1,IND
India,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas,65.7,migrogram/m3,2014,11.6.2,IND
India,"Material Footprint, Million Metric Tons ",5783.2,,2015,12.2.1,IND
India,"Material Footprint, Per Capita ",4.5,,2015,12.2.1,IND
India,"Domestic Material Consumption, Million Metric Tons",6766.5,,2015,12.2.2,IND
India,"Domestic Material Consumption, Per Capita",5.3,,2015,12.2.2,IND
India,Coverage of Protected Areas in Relation to Marine Areas,0.2,%,2016,14.5.1,IND
India,Forest Area as a Proportion of Total Land Area,23.8,%,2015,15.1.1,IND
India,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,71.9,%,2014,16.9.1,IND
India,Volume of Remittances in US Dollars as a Proportion of Total GDP,2.8,%,2016,17.3.2,IND
India,Debt Service as a Percentage of Exports of Goods and Services,5.1,%,2016,17.4.1,IND
India,Prevalence of Undernourishment,14.5,%,2014-2016,2.1.1,IND
India,Prevalence of Stunting among Children under 5 Years of Age,38.4,%,2015,2.1.1,IND
India,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,2.1,%,2015,2.2.2,IND
India,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,21,%,2015,2.2.2,IND
India,Maternal Mortality Ratio,174,"per 100,000 live births",2015,3.1.1,IND
India,Under-5 Mortality Rate,43,"per 1,000 live births",2016,3.2.1,IND
India,Neonatal Mortality Rate,25,"per 1,000 live births",2016,3.2.2,IND
India,Tuberculosis Incidence,211,"per 100,000 population",2016,3.3.2,IND
India,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",23.3,%,2015,3.4.1,IND
India,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",,%,2016,4.2.2,IND
India,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",,%,2016,4.2.2,IND
India,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",,%,2016,4.2.2,IND
India,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",77,%,2016,4.c.1,IND
India,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",,%,2016,4.c.1,IND
India,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",69.5,%,2016,4.c.1,IND
India,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,%,2016,4.c.1,IND
India,Proportion of Seats Held by Women in National Parliaments,11.8,%,2017,5.5.1,IND
India,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",49.5,%,2015,6.1.1,IND
India,"Proportion of Population Using Safely Managed Drinking Water Services, Total",,%,2015,6.1.1,IND
India,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",,%,2015,6.1.1,IND
India,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",30.5,%,2015,6.2.1,IND
India,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",,%,2015,6.2.1,IND
India,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",,%,2015,6.2.1,IND
India,Proportion of Population with Access to Electricity,84.5,%,2016,7.1.1,IND
India,Renewable Energy Share in the Total Final Energy Consumption,36,%,2015,7.2.1,IND
India,Number of ATMs,21.2,"per 100,000 adults",2016,8.10.1,IND
India,Number of Commercial Bank Branches,14.1,"per 100,000 adults",2016,8.10.1,IND
India,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider,79.9,%,2017,8.10.2,IND
India,Annual Growth Rate of Real GDP per Employed Person,5.6,%,2016,8.2.1,IND
India,"Unemployment Rate, Female",4.2,%,2016,8.5.2,IND
India,"Unemployment Rate, Male",3.3,%,2016,8.5.2,IND
India,"Unemployment Rate, Total",3.5,%,2016,8.5.2,IND
India,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female",49.3,%,2012,8.6.1,IND
India,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Male",8,%,2012,8.6.1,IND
India,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Total",27.5,%,2012,8.6.1,IND
India,"CO2 Emissions, Million Metric Tons",2066,,2015,9.4.1,IND
India,"CO2 Emissions, Per Unit of GDP (PPP)",0.3,,2015,9.4.1,IND
India,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",2258.5,"disbursements, constant 2015, $ million",2016,9.a.1,IND
India,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",3424.4,"disbursements, constant 2015, $ million",2016,9.a.1,IND
India,"Proportion of Population Covered by Mobile Network, 2G",93.5,%,2013,9.c.1,IND
India,"Proportion of Population Covered by Mobile Network, 3G",79.7,%,2016,9.c.1,IND
India,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",73.5,%,2016,9.c.1,IND
India,Age Dependency Ratio,52,% of working-age population,2016,,IND
India,Annual Change in Money Supply,8.4,%,2017,,IND
India,Annual Growth Rate of Gross Domestic Product (GDP),7.1,%,2016,,IND
India,Annual Growth Rate of Gross Domestic Product (GDP),6.6,%,2017,,IND
India,"Annual Real Growth Rates on Value Added, Agriculture",3,%,2017,,IND
India,"Annual Real Growth Rates on Value Added, Industry",4.8,%,2017,,IND
India,"Annual Real Growth Rates on Value Added, Services",8.3,%,2017,,IND
India,Average Annual Population Growth Rate,1.3,%,2012-2017,,IND
India,"Central Government Finance, Expenditure",26.1,% of GDP,2017,,IND
India,"Central Government Finance, Fiscal Balance",-3.5,% of GDP,2017,,IND
India,"Central Government Finance, Revenue",19.9,% of GDP,2017,,IND
India,Current Account Balance,-2,% of GDP,2017,,IND
India,"External Debt, Total Outstanding",21.3,% of GNI,2016,,IND
India,"External Debt, Total Outstanding",471824,$ million,2016,,IND
India,Gross Domestic Investment,30.7,% of GDP,2017,,IND
India,Gross International Reserves,420758,$ million,2017,,IND
India,Growth Rate of Merchandise Exports,11,%,2017,,IND
India,Growth Rate of Merchandise Imports,21,%,2017,,IND
India,Inflation Rate,3.7,%,2017,,IND
India,"Land, Total Surface Area",3287.26,",000  km2",,,IND
India,"Per Capita Gross National Income (GNI), Atlas Method",1670,$,2016,,IND
India,Population Density,400,persons per km2 of surface area,2017,,IND
India,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,21.2,%,2011,,IND
India,Proportion of Population Living below the National Poverty Line,21.9,%,2011,,IND
India,Total Fertility Rate,2.3,births per woman,2016,,IND
India,Total Population,1316,million,2017,,IND
India,Trade Balance,-6.4,% of GDP,2017,,IND
Indonesia,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female",6.3,%,2017,1.1.1,IDN
Indonesia,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male",6.3,%,2017,1.1.1,IDN
Indonesia,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total",6.3,%,2017,1.1.1,IDN
Indonesia,Growth Rates of Household Expenditure or Income per Capita,3.6,%,2011-2014,10.1.1,IDN
Indonesia,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,4.1,%,2011-2014,10.1.1,IDN
Indonesia,Proportion of Urban Population Living in Slums,21.8,%,2014,11.1.1,IDN
Indonesia,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas,17.8,migrogram/m3,2014,11.6.2,IDN
Indonesia,"Material Footprint, Million Metric Tons ",1606.2,,2015,12.2.1,IDN
Indonesia,"Material Footprint, Per Capita ",6.3,,2015,12.2.1,IDN
Indonesia,"Domestic Material Consumption, Million Metric Tons",2141,,2015,12.2.2,IDN
Indonesia,"Domestic Material Consumption, Per Capita",8.4,,2015,12.2.2,IDN
Indonesia,Coverage of Protected Areas in Relation to Marine Areas,2.9,%,2016,14.5.1,IDN
Indonesia,Forest Area as a Proportion of Total Land Area,53,%,2015,15.1.1,IDN
Indonesia,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,72.5,%,2016,16.9.1,IDN
Indonesia,Volume of Remittances in US Dollars as a Proportion of Total GDP,1,%,2016,17.3.2,IDN
Indonesia,Debt Service as a Percentage of Exports of Goods and Services,9.4,%,2016,17.4.1,IDN
Indonesia,Prevalence of Undernourishment,7.9,%,2014-2016,2.1.1,IDN
Indonesia,Prevalence of Stunting among Children under 5 Years of Age,36.4,%,2013,2.1.1,IDN
Indonesia,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,11.5,%,2013,2.2.2,IDN
Indonesia,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,13.5,%,2013,2.2.2,IDN
Indonesia,Maternal Mortality Ratio,126,"per 100,000 live births",2015,3.1.1,IDN
Indonesia,Under-5 Mortality Rate,26,"per 1,000 live births",2016,3.2.1,IDN
Indonesia,Neonatal Mortality Rate,14,"per 1,000 live births",2016,3.2.2,IDN
Indonesia,Tuberculosis Incidence,391,"per 100,000 population",2016,3.3.2,IDN
Indonesia,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",26.6,%,2015,3.4.1,IDN
Indonesia,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",100,%,2016,4.2.2,IDN
Indonesia,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",92.9,%,2016,4.2.2,IDN
Indonesia,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",96.4,%,2016,4.2.2,IDN
Indonesia,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",,%,2016,4.c.1,IDN
Indonesia,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",,%,2016,4.c.1,IDN
Indonesia,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",,%,2016,4.c.1,IDN
Indonesia,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,%,2016,4.c.1,IDN
Indonesia,Proportion of Seats Held by Women in National Parliaments,19.8,%,2017,5.5.1,IDN
Indonesia,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",,%,2015,6.1.1,IDN
Indonesia,"Proportion of Population Using Safely Managed Drinking Water Services, Total",,%,2015,6.1.1,IDN
Indonesia,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",,%,2015,6.1.1,IDN
Indonesia,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",,%,2015,6.2.1,IDN
Indonesia,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",,%,2015,6.2.1,IDN
Indonesia,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",,%,2015,6.2.1,IDN
Indonesia,Proportion of Population with Access to Electricity,97.6,%,2016,7.1.1,IDN
Indonesia,Renewable Energy Share in the Total Final Energy Consumption,36.9,%,2015,7.2.1,IDN
Indonesia,Number of ATMs,54.7,"per 100,000 adults",2016,8.10.1,IDN
Indonesia,Number of Commercial Bank Branches,17.4,"per 100,000 adults",2016,8.10.1,IDN
Indonesia,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider,48.9,%,2017,8.10.2,IDN
Indonesia,Annual Growth Rate of Real GDP per Employed Person,3.1,%,2016,8.2.1,IDN
Indonesia,"Unemployment Rate, Female",3.7,%,2016,8.5.2,IDN
Indonesia,"Unemployment Rate, Male",4.4,%,2016,8.5.2,IDN
Indonesia,"Unemployment Rate, Total",4.1,%,2016,8.5.2,IDN
Indonesia,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female",28,%,2017,8.6.1,IDN
Indonesia,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Male",15.3,%,2017,8.6.1,IDN
Indonesia,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Total",21.5,%,2017,8.6.1,IDN
Indonesia,"CO2 Emissions, Million Metric Tons",441.9,,2015,9.4.1,IDN
Indonesia,"CO2 Emissions, Per Unit of GDP (PPP)",0.2,,2015,9.4.1,IDN
Indonesia,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",392.9,"disbursements, constant 2015, $ million",2016,9.a.1,IDN
Indonesia,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",1070.2,"disbursements, constant 2015, $ million",2016,9.a.1,IDN
Indonesia,"Proportion of Population Covered by Mobile Network, 2G",87.9,%,2016,9.c.1,IDN
Indonesia,"Proportion of Population Covered by Mobile Network, 3G",74.9,%,2016,9.c.1,IDN
Indonesia,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",22.6,%,2016,9.c.1,IDN
Indonesia,Age Dependency Ratio,49,% of working-age population,2016,,IDN
Indonesia,Annual Change in Money Supply,8.3,%,2017,,IDN
Indonesia,Annual Growth Rate of Gross Domestic Product (GDP),5,%,2016,,IDN
Indonesia,Annual Growth Rate of Gross Domestic Product (GDP),5.1,%,2017,,IDN
Indonesia,"Annual Real Growth Rates on Value Added, Agriculture",3.8,%,2017,,IDN
Indonesia,"Annual Real Growth Rates on Value Added, Industry",4.1,%,2017,,IDN
Indonesia,"Annual Real Growth Rates on Value Added, Services",5.7,%,2017,,IDN
Indonesia,Average Annual Population Growth Rate,1.3,%,2012-2017,,IDN
Indonesia,"Central Government Finance, Expenditure",14.7,% of GDP,2017,,IDN
Indonesia,"Central Government Finance, Fiscal Balance",-2.5,% of GDP,2017,,IDN
Indonesia,"Central Government Finance, Revenue",12.2,% of GDP,2017,,IDN
Indonesia,Current Account Balance,-1.7,% of GDP,2017,,IDN
Indonesia,"External Debt, Total Outstanding",36,% of GNI,2016,,IDN
Indonesia,"External Debt, Total Outstanding",320006,$ million,2016,,IDN
Indonesia,Gross Domestic Investment,33.4,% of GDP,2017,,IDN
Indonesia,Gross International Reserves,130196,$ million,2017,,IDN
Indonesia,Growth Rate of Merchandise Exports,16.9,%,2017,,IDN
Indonesia,Growth Rate of Merchandise Imports,16.1,%,2017,,IDN
Indonesia,Inflation Rate,3.8,%,2017,,IDN
Indonesia,"Land, Total Surface Area",1910.93,",000  km2",,,IDN
