Regional Economy,Statistic,Value,Footnote,Year,Unit of Measurement,Sustainable Development Goal,ADB Code
Kiribati,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",…,,2019,%,4.2.2,KIR
Kiribati,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",…,,2019,%,4.2.2,KIR
Kiribati,"Per Capita Gross National Income (GNI), Atlas Method",3350,,2019,$,,KIR
Kiribati,Population Density,147,,2020,persons per km2 of surface area,,KIR
Kiribati,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,…,,2018,%,2.2.1,KIR
Kiribati,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,…,,2018,%,2.2.1,KIR
Kiribati,Prevalence of Stunting among Children under 5 Years of Age,…,,2018,%,2.2.1,KIR
Kiribati,Prevalence of Undernourishment,3,,2017-2019,%,2.1.1,KIR
Kiribati,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile Money Service Provider,…,,2017,%,8.10.2,KIR
Kiribati,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,91.6,,2019,%,16.9.1,KIR
Kiribati,"Proportion of Employed Population below $1.90 PPP a Day, Female",…,,2019,%,1.1.1,KIR
Kiribati,"Proportion of Employed Population below $1.90 PPP a Day, Male",…,,2019,%,1.1.1,KIR
Kiribati,"Proportion of Employed Population below $1.90 PPP a Day, Total",…,,2019,%,1.1.1,KIR
Kiribati,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,…,,2018,%,,KIR
Kiribati,"Proportion of Population Covered by Mobile Network, 2G",72,,2019,%,9.c.1,KIR
Kiribati,"Proportion of Population Covered by Mobile Network, 3G",71,,2019,%,9.c.1,KIR
Kiribati,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",53,,2019,%,9.c.1,KIR
Kiribati,Proportion of Population Living below the National Poverty Line,…,,2019,%,,KIR
Kiribati,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",3.2,6,2018,%,6.1.1,KIR
Kiribati,"Proportion of Population Using Safely Managed Drinking Water Services, Total",4.6,6,2018,%,6.1.1,KIR
Kiribati,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",5.8,6,2018,%,6.1.1,KIR
Kiribati,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",…,,2017,%,6.2.1,KIR
Kiribati,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",…,,2017,%,6.2.1,KIR
Kiribati,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",…,,2017,%,6.2.1,KIR
Kiribati,Proportion of Population with Access to Electricity,100,,2019,%,7.1.1,KIR
Kiribati,Proportion of Seats Held by Women in National Parliaments,8.9,,2020,%,5.5.1,KIR
Kiribati,"Proportion of Teachers with the Minimum Required Qualifications, Lower Secondary",100,4,2016,%,4.c.1,KIR
Kiribati,"Proportion of Teachers with the Minimum Required Qualifications, Preprimary",…,,2019,%,4.c.1,KIR
Kiribati,"Proportion of Teachers with the Minimum Required Qualifications, Primary",72.7,4,2016,%,4.c.1,KIR
Kiribati,"Proportion of Teachers with the Minimum Required Qualifications, Upper Secondary",…,,2019,%,4.c.1,KIR
Kiribati,Renewable Energy Share in the Total Final Energy Consumption,41.1,,2018,%,7.2.1,KIR
Kiribati,Surface Area,0.8,,2018,'000  km2,,KIR
Kiribati,Total Fertility Rate,3.6,,2018,births per woman,,KIR
Kiribati,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",18.7,,2019,"disbursements, constant 2018, $ million",9.a.1,KIR
Kiribati,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",0,6,2018,"disbursements, constant 2018, $ million",9.a.1,KIR
Kiribati,"Total Outstanding, External Debt",35.2,,2020,$ million,,KIR
Kiribati,"Total Outstanding, External Debt",9.3,,2019,% of GNI,,KIR
Kiribati,Total Population,0.1,,2000,million,,KIR
Kiribati,Trade Balance,-60.6,,2020,% of GDP,,KIR
Kiribati,Tuberculosis Incidence,436,,2019,"per 100,000 population",3.3.2,KIR
Kiribati,Under-5 Mortality Rate,50.9,,2019,"per 1,000 live births",3.2.1,KIR
Kiribati,"Unemployment Rate, by Sex, Female",5.6,3,2015,%,8.5.2,KIR
Kiribati,"Unemployment Rate, by Sex, Male",11.9,3,2015,%,8.5.2,KIR
Kiribati,"Unemployment Rate, by Sex, Total",9.3,3,2015,%,8.5.2,KIR
Kiribati,Volume of Remittances in United States Dollars as a Proportion of Total GDP,10.3,,2019,%,17.3.2,KIR
"Korea, Republic of",Age Dependency Ratio,39.5,,2020,% of working-age population,,KOR
"Korea, Republic of",Annual Change in Money Supply,9.8,,2020,%,,KOR
"Korea, Republic of",Annual Growth Rate of GDP,-1,,2020,%,,KOR
"Korea, Republic of",Annual Growth Rate of Real GDP per Employed Person,1.2,,2019,%,8.2.1,KOR
"Korea, Republic of","Annual Real Growth Rates on Value Added, Agriculture",-3.4,,2020,%,,KOR
"Korea, Republic of","Annual Real Growth Rates on Value Added, Industry",-0.5,,2020,%,,KOR
"Korea, Republic of","Annual Real Growth Rates on Value Added, Services",-1.1,,2020,%,,KOR
"Korea, Republic of",Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas ,24.7,,2016,μg/m3,11.6.2,KOR
"Korea, Republic of",Average Annual Population Growth Rate,0.3,,2015-2020,%,,KOR
"Korea, Republic of",CO2 Emissions,586.2,7,2019,Million Metric Tons,9.4.1,KOR
"Korea, Republic of",CO2 Emissions,0.3,7,2019,Per Unit of GDP (PPP),9.4.1,KOR
"Korea, Republic of",Coverage of Protected Areas in Relation to Marine Areas,2.5,,2020,%,14.5.1,KOR
"Korea, Republic of",Current Account Balance,4.6,,2020,% of GDP,,KOR
"Korea, Republic of",Debt Service as a Percentage of Exports of Goods and Services,…,,2019,%,17.4.1,KOR
"Korea, Republic of",Domestic Material Consumption,808.6,,2017,Million Metric Tons,12.2.2,KOR
"Korea, Republic of",Domestic Material Consumption,15.9,,2017,Per Capita,12.2.2,KOR
"Korea, Republic of",Forest Area as a Proportion of Total Land Area,64.5,,2020,%,15.1.1,KOR
"Korea, Republic of","Government Finance, Expenditure",25.7,,2020,% of  GDP,,KOR
"Korea, Republic of","Government Finance, Fiscal Balance",-6.1,,2020,% of  GDP,,KOR
"Korea, Republic of","Government Finance, Revenue",19.6,,2020,% of  GDP,,KOR
"Korea, Republic of",Gross Domestic Investment,31.6,,2020,% of GDP,,KOR
"Korea, Republic of",Gross International Reserves,443098.1,,2020,$ million,,KOR
"Korea, Republic of",Growth Rate of Merchandise Exports,-7.2,,2020,%,,KOR
"Korea, Republic of",Growth Rate of Merchandise Imports,-8.8,,2020,%,,KOR
"Korea, Republic of",Growth Rates of Household Expenditure or Income per Capita,2.3,,2012-2016,%,10.1.1,KOR
"Korea, Republic of",Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,2.5,,2012-2016,%,10.1.1,KOR
"Korea, Republic of",Inflation Rate,0.5,,2020,%,,KOR
"Korea, Republic of",Material Footprint,1456.7,,2017,Million Metric Tons,12.2.1,KOR
"Korea, Republic of",Material Footprint,28.6,,2017,Per Capita,12.2.1,KOR
"Korea, Republic of",Maternal Mortality Ratio,11,,2017,"per 100,000 live births",3.1.1,KOR
"Korea, Republic of","Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",7.3,,2019,%,3.4.1,KOR
"Korea, Republic of",Neonatal Mortality Rate,1.5,,2019,"per 1,000 live births",3.2.2,KOR
"Korea, Republic of",Nominal Gross Domestic Product,1630.5,,2020,$ billion,,KOR
"Korea, Republic of",Number of ATMs,267,6,2018,"per 100,000 adults",8.10.1,KOR
"Korea, Republic of",Number of Commercial Bank Branches,15.1,,2019,"per 100,000 adults",8.10.1,KOR
"Korea, Republic of","Participation Rate in Organized Learning (1 year before the official primary entry age), Female",98.7,6,2018,%,4.2.2,KOR
"Korea, Republic of","Participation Rate in Organized Learning (1 year before the official primary entry age), Male",98.6,6,2018,%,4.2.2,KOR
"Korea, Republic of","Participation Rate in Organized Learning (1 year before the official primary entry age), Total",98.6,6,2018,%,4.2.2,KOR
"Korea, Republic of","Per Capita Gross National Income (GNI), Atlas Method",33790,,2019,$,,KOR
"Korea, Republic of",Population Density,516,,2020,persons per km2 of surface area,,KOR
"Korea, Republic of",Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,…,,2018,%,2.2.1,KOR
"Korea, Republic of",Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,…,,2018,%,2.2.1,KOR
"Korea, Republic of",Prevalence of Stunting among Children under 5 Years of Age,…,,2018,%,2.2.1,KOR
"Korea, Republic of",Prevalence of Undernourishment,<2.5,,2017-2019,%,2.1.1,KOR
"Korea, Republic of",Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile Money Service Provider,94.9,,2017,%,8.10.2,KOR
"Korea, Republic of",Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,…,,2019,%,16.9.1,KOR
"Korea, Republic of","Proportion of Employed Population below $1.90 PPP a Day, Female",–,,2019,%,1.1.1,KOR
"Korea, Republic of","Proportion of Employed Population below $1.90 PPP a Day, Male",–,,2019,%,1.1.1,KOR
"Korea, Republic of","Proportion of Employed Population below $1.90 PPP a Day, Total",–,,2019,%,1.1.1,KOR
"Korea, Republic of",Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,0.2,4,2016,%,,KOR
"Korea, Republic of","Proportion of Population Covered by Mobile Network, 2G",99.9,,2019,%,9.c.1,KOR
"Korea, Republic of","Proportion of Population Covered by Mobile Network, 3G",99.9,,2019,%,9.c.1,KOR
"Korea, Republic of","Proportion of Population Covered by Mobile Network, LTE/WiMAX",99.9,,2019,%,9.c.1,KOR
"Korea, Republic of",Proportion of Population Living below the National Poverty Line,16.3,,2019,%,,KOR
"Korea, Republic of","Proportion of Population Using Safely Managed Drinking Water Services, Rural",…,,2017,%,6.1.1,KOR
"Korea, Republic of","Proportion of Population Using Safely Managed Drinking Water Services, Total",98.2,,2017,%,6.1.1,KOR
"Korea, Republic of","Proportion of Population Using Safely Managed Drinking Water Services, Urban",…,,2017,%,6.1.1,KOR
"Korea, Republic of","Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",…,,2017,%,6.2.1,KOR
"Korea, Republic of","Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",99.9,,2017,%,6.2.1,KOR
"Korea, Republic of","Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",…,,2017,%,6.2.1,KOR
"Korea, Republic of",Proportion of Population with Access to Electricity,100,,2019,%,7.1.1,KOR
"Korea, Republic of",Proportion of Seats Held by Women in National Parliaments,19,,2020,%,5.5.1,KOR
"Korea, Republic of","Proportion of Teachers with the Minimum Required Qualifications, Lower Secondary",…,,2019,%,4.c.1,KOR
"Korea, Republic of","Proportion of Teachers with the Minimum Required Qualifications, Preprimary",…,,2019,%,4.c.1,KOR
"Korea, Republic of","Proportion of Teachers with the Minimum Required Qualifications, Primary",…,,2019,%,4.c.1,KOR
"Korea, Republic of","Proportion of Teachers with the Minimum Required Qualifications, Upper Secondary",…,,2019,%,4.c.1,KOR
"Korea, Republic of",Renewable Energy Share in the Total Final Energy Consumption,3.2,,2018,%,7.2.1,KOR
"Korea, Republic of",Surface Area,100.4,,2018,'000  km2,,KOR
"Korea, Republic of",Total Fertility Rate,1.1,,2018,births per woman,,KOR
"Korea, Republic of","Total Official Flows for Infrastructure, Official Development Assistance (ODA)",…,,2019,"disbursements, constant 2018, $ million",9.a.1,KOR
"Korea, Republic of","Total Official Flows for Infrastructure, Other Official Flows (OOF)",…,,2019,"disbursements, constant 2018, $ million",9.a.1,KOR
"Korea, Republic of","Total Outstanding, External Debt",542448.4,,2020,$ million,,KOR
"Korea, Republic of","Total Outstanding, External Debt",26.7,,2019,% of GNI,,KOR
"Korea, Republic of",Total Population,51.8,,2000,million,,KOR
"Korea, Republic of",Trade Balance,5,,2020,% of GDP,,KOR
"Korea, Republic of",Tuberculosis Incidence,59,,2019,"per 100,000 population",3.3.2,KOR
"Korea, Republic of",Under-5 Mortality Rate,3.2,,2019,"per 1,000 live births",3.2.1,KOR
"Korea, Republic of","Unemployment Rate, by Sex, Female",3.6,,2019,%,8.5.2,KOR
"Korea, Republic of","Unemployment Rate, by Sex, Male",3.9,,2019,%,8.5.2,KOR
"Korea, Republic of","Unemployment Rate, by Sex, Total",4.1,,2020,%,8.5.2,KOR
"Korea, Republic of",Volume of Remittances in United States Dollars as a Proportion of Total GDP,0.4,,2019,%,17.3.2,KOR
Kyrgyz Republic,Age Dependency Ratio,59.7,,2020,% of working-age population,,KGZ
Kyrgyz Republic,Annual Change in Money Supply,23.9,,2020,%,,KGZ
Kyrgyz Republic,Annual Growth Rate of GDP,-8.6,,2020,%,,KGZ
Kyrgyz Republic,Annual Growth Rate of Real GDP per Employed Person,3.2,,2019,%,8.2.1,KGZ
Kyrgyz Republic,"Annual Real Growth Rates on Value Added, Agriculture",1.1,,2020,%,,KGZ
Kyrgyz Republic,"Annual Real Growth Rates on Value Added, Industry",-10.3,,2020,%,,KGZ
Kyrgyz Republic,"Annual Real Growth Rates on Value Added, Services",-10,,2020,%,,KGZ
Kyrgyz Republic,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas ,17.4,,2016,μg/m3,11.6.2,KGZ
Kyrgyz Republic,Average Annual Population Growth Rate,2,,2015-2020,%,,KGZ
Kyrgyz Republic,CO2 Emissions,10.5,,2018,Million Metric Tons,9.4.1,KGZ
Kyrgyz Republic,CO2 Emissions,0.5,,2018,Per Unit of GDP (PPP),9.4.1,KGZ
Kyrgyz Republic,Coverage of Protected Areas in Relation to Marine Areas,–,,2020,%,14.5.1,KGZ
Kyrgyz Republic,Current Account Balance,4.5,,2020,% of GDP,,KGZ
Kyrgyz Republic,Debt Service as a Percentage of Exports of Goods and Services,6.5,,2019,%,17.4.1,KGZ
Kyrgyz Republic,Domestic Material Consumption,50.7,,2017,Million Metric Tons,12.2.2,KGZ
Kyrgyz Republic,Domestic Material Consumption,8.4,,2017,Per Capita,12.2.2,KGZ
Kyrgyz Republic,Forest Area as a Proportion of Total Land Area,6.9,,2020,%,15.1.1,KGZ
Kyrgyz Republic,"Government Finance, Expenditure",28.7,,2020,% of  GDP,,KGZ
Kyrgyz Republic,"Government Finance, Fiscal Balance",-3.3,,2020,% of  GDP,,KGZ
Kyrgyz Republic,"Government Finance, Revenue",25.4,,2020,% of  GDP,,KGZ
Kyrgyz Republic,Gross Domestic Investment,24.8,,2020,% of GDP,,KGZ
Kyrgyz Republic,Gross International Reserves,2556.6,,2020,$ million,,KGZ
Kyrgyz Republic,Growth Rate of Merchandise Exports,-1.6,,2020,%,,KGZ
Kyrgyz Republic,Growth Rate of Merchandise Imports,-26.2,,2020,%,,KGZ
Kyrgyz Republic,Growth Rates of Household Expenditure or Income per Capita,2.7,,2014-2019,%,10.1.1,KGZ
Kyrgyz Republic,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,1.8,,2014-2019,%,10.1.1,KGZ
Kyrgyz Republic,Inflation Rate,6.3,,2020,%,,KGZ
Kyrgyz Republic,Material Footprint,52.3,,2017,Million Metric Tons,12.2.1,KGZ
Kyrgyz Republic,Material Footprint,8.7,,2017,Per Capita,12.2.1,KGZ
Kyrgyz Republic,Maternal Mortality Ratio,60,,2017,"per 100,000 live births",3.1.1,KGZ
Kyrgyz Republic,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",20.3,,2019,%,3.4.1,KGZ
Kyrgyz Republic,Neonatal Mortality Rate,12.3,,2019,"per 1,000 live births",3.2.2,KGZ
Kyrgyz Republic,Nominal Gross Domestic Product,7.7,,2020,$ billion,,KGZ
Kyrgyz Republic,Number of ATMs,39.3,,2019,"per 100,000 adults",8.10.1,KGZ
Kyrgyz Republic,Number of Commercial Bank Branches,8,,2019,"per 100,000 adults",8.10.1,KGZ
Kyrgyz Republic,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",90.5,,2019,%,4.2.2,KGZ
Kyrgyz Republic,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",89.1,,2019,%,4.2.2,KGZ
Kyrgyz Republic,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",89.8,,2019,%,4.2.2,KGZ
Kyrgyz Republic,"Per Capita Gross National Income (GNI), Atlas Method",1240,,2019,$,,KGZ
Kyrgyz Republic,Population Density,33,,2020,persons per km2 of surface area,,KGZ
Kyrgyz Republic,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,6.9,,2018,%,2.2.1,KGZ
Kyrgyz Republic,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,2,,2018,%,2.2.1,KGZ
Kyrgyz Republic,Prevalence of Stunting among Children under 5 Years of Age,11.8,,2018,%,2.2.1,KGZ
Kyrgyz Republic,Prevalence of Undernourishment,6.4,,2017-2019,%,2.1.1,KGZ
Kyrgyz Republic,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile Money Service Provider,39.9,,2017,%,8.10.2,KGZ
Kyrgyz Republic,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,98.9,6,2018,%,16.9.1,KGZ
Kyrgyz Republic,"Proportion of Employed Population below $1.90 PPP a Day, Female",0.1,,2019,%,1.1.1,KGZ
Kyrgyz Republic,"Proportion of Employed Population below $1.90 PPP a Day, Male",0.2,,2019,%,1.1.1,KGZ
Kyrgyz Republic,"Proportion of Employed Population below $1.90 PPP a Day, Total",0.1,,2019,%,1.1.1,KGZ
Kyrgyz Republic,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,0.6,7,2019,%,,KGZ
Kyrgyz Republic,"Proportion of Population Covered by Mobile Network, 2G",99.3,,2019,%,9.c.1,KGZ
Kyrgyz Republic,"Proportion of Population Covered by Mobile Network, 3G",91,,2019,%,9.c.1,KGZ
Kyrgyz Republic,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",85,,2019,%,9.c.1,KGZ
Kyrgyz Republic,Proportion of Population Living below the National Poverty Line,20.1,,2019,%,,KGZ
Kyrgyz Republic,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",53.9,,2017,%,6.1.1,KGZ
